"No.","Time","Source","Destination","Protocol","Length","Info"
"32","2.224697","192.168.43.100","142.251.12.190","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"33","2.250091","142.251.12.190","192.168.43.100","TCP","54","443  >  58006 [ACK] Seq=6583 Ack=271 Win=4468 Len=0"
"34","2.269923","142.251.12.190","192.168.43.100","TLSv1.2","346","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"35","2.274122","192.168.43.100","142.251.12.190","TCP","1454","58006  >  443 [ACK] Seq=271 Ack=6875 Win=130304 Len=1400 [TCP segment of a reassembled PDU]"
"36","2.274122","192.168.43.100","142.251.12.190","TLSv1.2","548","Application Data"
"37","2.278094","192.168.43.1","192.168.43.100","ICMP","590","Destination unreachable (Fragmentation needed)"
"38","2.321105","142.251.12.190","192.168.43.100","TCP","66","[TCP Dup ACK 33#1] 443  >  58006 [ACK] Seq=6875 Ack=271 Win=4468 Len=0 SLE=1671 SRE=2165"
"39","2.458245","192.168.43.100","142.251.12.190","TCP","1414","[TCP Retransmission] 58006  >  443 [PSH, ACK] Seq=805 Ack=6875 Win=130304 Len=1360"
"40","2.611250","142.251.12.190","192.168.43.100","TCP","66","[TCP Dup ACK 33#2] 443  >  58006 [ACK] Seq=6875 Ack=271 Win=4468 Len=0 SLE=805 SRE=2165"
"41","2.781998","192.168.43.100","142.251.12.190","TCP","1414","[TCP Retransmission] 58006  >  443 [ACK] Seq=271 Ack=6875 Win=130304 Len=1360"
"42","2.841035","142.251.12.190","192.168.43.100","TCP","54","443  >  58006 [ACK] Seq=6875 Ack=2165 Win=6364 Len=0"
"43","2.979784","142.251.12.190","192.168.43.100","TCP","1454","443  >  58006 [ACK] Seq=6875 Ack=2165 Win=6364 Len=1400 [TCP segment of a reassembled PDU]"
"44","2.979784","142.251.12.190","192.168.43.100","TLSv1.2","479","Application Data"
"45","2.980088","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=8700 Win=131584 Len=0"
"46","2.987712","142.251.12.190","192.168.43.100","TCP","1454","443  >  58006 [ACK] Seq=8700 Ack=2165 Win=6364 Len=1400 [TCP segment of a reassembled PDU]"
"47","2.994518","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]"
"48","2.994653","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=11500 Win=131584 Len=0"
"49","2.995075","142.251.12.190","192.168.43.100","TLSv1.2","497","Application Data"
"50","2.995948","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"51","2.996071","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=13343 Win=131584 Len=0"
"52","2.999590","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"53","3.002104","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"54","3.002216","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=16143 Win=131584 Len=0"
"55","3.018875","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"56","3.024777","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"57","3.024910","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=18943 Win=131584 Len=0"
"58","3.036559","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"59","3.050865","142.251.12.190","192.168.43.100","TCP","458","443  >  58006 [ACK] Seq=20343 Ack=2165 Win=6364 Len=404 [TCP segment of a reassembled PDU]"
"60","3.050966","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=20747 Win=131584 Len=0"
"61","3.060211","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]"
"62","3.061680","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]"
"63","3.061759","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=23547 Win=131584 Len=0"
"64","3.067841","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]"
"65","3.078539","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data, Application Data, Application Data, Application Data"
"66","3.078649","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=26347 Win=131584 Len=0"
"67","3.079841","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data, Application Data"
"69","3.091006","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]"
"70","3.091006","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data, Application Data"
"71","3.091113","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=30547 Win=131584 Len=0"
"72","3.092251","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]"
"73","3.092336","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=31947 Win=131584 Len=0"
"74","3.112856","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]"
"75","3.112856","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]"
"76","3.112977","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=34747 Win=131584 Len=0"
"77","3.114561","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]"
"78","3.118090","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]"
"79","3.118196","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=37547 Win=131584 Len=0"
"84","3.182849","142.251.12.190","192.168.43.100","TLSv1.2","700","Application Data, Application Data"
"86","3.236515","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=38193 Win=130816 Len=0"
"96","3.343959","192.168.43.100","142.251.10.119","TCP","66","58007  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"100","3.410202","142.251.10.119","192.168.43.100","TCP","66","443  >  58007 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=4 SACK_PERM=1"
"101","3.410341","192.168.43.100","142.251.10.119","TCP","54","58007  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0"
"102","3.410765","192.168.43.100","142.251.10.119","TLSv1.3","571","Client Hello"
"104","3.451802","142.251.10.119","192.168.43.100","TCP","54","443  >  58007 [ACK] Seq=1 Ack=518 Win=4716 Len=0"
"106","3.476668","142.251.10.119","192.168.43.100","TLSv1.3","1454","Server Hello, Change Cipher Spec"
"107","3.484815","142.251.10.119","192.168.43.100","TCP","1454","443  >  58007 [PSH, ACK] Seq=1401 Ack=518 Win=4716 Len=1400 [TCP segment of a reassembled PDU]"
"108","3.484917","192.168.43.100","142.251.10.119","TCP","54","58007  >  443 [ACK] Seq=518 Ack=2801 Win=131584 Len=0"
"109","3.485829","142.251.10.119","192.168.43.100","TCP","1454","443  >  58007 [PSH, ACK] Seq=2801 Ack=518 Win=4716 Len=1400 [TCP segment of a reassembled PDU]"
"116","3.531469","192.168.43.100","142.251.10.119","TCP","54","58007  >  443 [ACK] Seq=518 Ack=4201 Win=131584 Len=0"
"119","3.586588","142.251.10.119","192.168.43.100","TLSv1.3","604","Application Data"
"120","3.587315","192.168.43.100","142.251.10.119","TLSv1.3","118","Change Cipher Spec, Application Data"
"128","3.633877","142.251.10.119","192.168.43.100","TCP","54","443  >  58007 [ACK] Seq=4751 Ack=582 Win=4780 Len=0"
"129","3.641836","142.251.10.119","192.168.43.100","TLSv1.3","662","Application Data, Application Data"
"133","3.687750","192.168.43.100","142.251.12.94","TCP","66","58008  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"134","3.688046","192.168.43.100","142.251.10.119","TCP","54","58007  >  443 [ACK] Seq=582 Ack=5359 Win=130304 Len=0"
"137","3.745906","142.251.12.94","192.168.43.100","TCP","66","443  >  58008 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=4 SACK_PERM=1"
"138","3.746053","192.168.43.100","142.251.12.94","TCP","54","58008  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0"
"139","3.746319","142.251.12.190","192.168.43.100","TLSv1.2","109","Application Data"
"140","3.746625","192.168.43.100","142.251.12.94","TLSv1.3","571","Client Hello"
"141","3.794082","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"142","3.794165","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=39648 Win=131584 Len=0"
"143","3.794364","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"144","3.795746","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"145","3.795833","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=42448 Win=131584 Len=0"
"146","3.796910","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"147","3.799047","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"148","3.799110","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=45248 Win=131584 Len=0"
"149","3.800316","142.251.12.190","192.168.43.100","TLSv1.2","876","Application Data"
"150","3.801194","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"151","3.801247","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=47470 Win=131584 Len=0"
"152","3.802123","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"153","3.802123","142.251.12.190","192.168.43.100","TLSv1.2","840","Application Data"
"154","3.802175","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=49656 Win=131584 Len=0"
"155","3.809036","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"156","3.809915","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"157","3.809915","142.251.12.190","192.168.43.100","TLSv1.2","226","Application Data"
"158","3.810090","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=52628 Win=131584 Len=0"
"159","3.811417","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"160","3.811481","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=54028 Win=131584 Len=0"
"161","3.811964","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"162","3.811964","142.251.12.190","192.168.43.100","TLSv1.2","589","Application Data"
"163","3.812053","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=55963 Win=131584 Len=0"
"164","3.813184","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"165","3.813184","142.251.12.94","192.168.43.100","TCP","54","443  >  58008 [ACK] Seq=1 Ack=518 Win=4716 Len=0"
"171","3.817004","142.251.12.94","192.168.43.100","TLSv1.3","1454","Server Hello, Change Cipher Spec"
"173","3.827398","142.251.12.94","192.168.43.100","TCP","1454","443  >  58008 [PSH, ACK] Seq=1401 Ack=518 Win=4716 Len=1400 [TCP segment of a reassembled PDU]"
"174","3.827574","192.168.43.100","142.251.12.94","TCP","54","58008  >  443 [ACK] Seq=518 Ack=2801 Win=131584 Len=0"
"175","3.834888","142.251.12.94","192.168.43.100","TCP","1454","443  >  58008 [PSH, ACK] Seq=2801 Ack=518 Win=4716 Len=1400 [TCP segment of a reassembled PDU]"
"178","3.858408","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=57363 Win=131584 Len=0"
"179","3.889206","192.168.43.100","142.251.12.94","TCP","54","58008  >  443 [ACK] Seq=518 Ack=4201 Win=131584 Len=0"
"180","3.892785","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"181","3.892785","142.251.12.190","192.168.43.100","TLSv1.2","351","Application Data"
"182","3.892898","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=59060 Win=131584 Len=0"
"183","3.893248","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"184","3.898890","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"185","3.898971","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=61860 Win=131584 Len=0"
"186","3.899747","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"187","3.900710","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]"
"188","3.900768","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=64660 Win=131584 Len=0"
"189","3.901057","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data, Application Data"
"190","3.902769","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]"
"191","3.902833","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=67460 Win=131584 Len=0"
"192","3.903742","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data, Application Data"
"193","3.904650","142.251.12.190","192.168.43.100","TLSv1.2","1236","Application Data"
"194","3.904711","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=70042 Win=131584 Len=0"
"195","3.905237","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"196","3.908190","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data, Application Data"
"197","3.908293","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=72842 Win=131584 Len=0"
"198","3.912190","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]"
"199","3.914766","142.251.12.190","192.168.43.100","TLSv1.2","1298","Application Data"
"200","3.914766","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"201","3.914766","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"202","3.914766","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"203","3.914968","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=79686 Win=131584 Len=0"
"204","3.915706","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"206","3.915943","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=81086 Win=131584 Len=0"
"211","3.938205","142.251.12.94","192.168.43.100","TLSv1.3","193","Application Data"
"212","3.951392","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]"
"213","3.952027","142.251.12.190","192.168.43.100","TLSv1.2","1026","Application Data"
"214","3.952095","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=83458 Win=131584 Len=0"
"215","3.953199","192.168.43.100","142.251.12.94","TLSv1.3","118","Change Cipher Spec, Application Data"
"216","3.967848","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"217","3.989658","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"218","3.989751","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=86258 Win=131584 Len=0"
"219","4.005400","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"220","4.005400","142.251.12.190","192.168.43.100","TLSv1.2","119","Application Data"
"221","4.005400","142.251.12.94","192.168.43.100","TCP","54","443  >  58008 [ACK] Seq=4340 Ack=582 Win=4780 Len=0"
"222","4.005881","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [ACK] Seq=2165 Ack=87724 Win=131584 Len=0"
"223","4.007515","142.251.12.94","192.168.43.100","TLSv1.3","662","Application Data, Application Data"
"224","4.008210","192.168.43.100","142.251.12.190","TCP","54","58006  >  443 [FIN, ACK] Seq=2165 Ack=87724 Win=131584 Len=0"
"225","4.050080","142.251.12.190","192.168.43.100","TCP","54","443  >  58006 [ACK] Seq=87724 Ack=2166 Win=6364 Len=0"
"226","4.060921","192.168.43.100","142.251.12.94","TCP","54","58008  >  443 [ACK] Seq=582 Ack=4948 Win=130816 Len=0"
"227","4.754705","13.107.43.16","192.168.43.100","TCP","54","443  >  57550 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"228","5.771345","192.168.43.100","172.217.194.84","TCP","55","57984  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1 [TCP segment of a reassembled PDU]"
"229","5.802420","192.168.43.100","172.217.194.84","TCP","55","57982  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1 [TCP segment of a reassembled PDU]"
"230","5.948419","172.217.194.84","192.168.43.100","TCP","54","443  >  57984 [ACK] Seq=1 Ack=2 Win=1326 Len=0"
"231","5.975196","192.168.43.100","74.125.24.94","TCP","55","57981  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU]"
"233","6.915186","172.217.194.84","192.168.43.100","TCP","54","443  >  57982 [ACK] Seq=1 Ack=2 Win=1330 Len=0"
"234","6.915356","74.125.24.94","192.168.43.100","TCP","54","443  >  57981 [ACK] Seq=1 Ack=2 Win=1315 Len=0"
"239","7.709760","192.168.43.100","142.251.12.190","TCP","66","58010  >  443 [SYN] Seq=0 Win=65280 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"240","8.180921","192.168.43.100","142.251.12.139","TCP","55","58000  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU]"
"242","8.379033","192.168.43.100","142.251.12.190","TCP","66","58012  >  443 [SYN] Seq=0 Win=65280 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"245","8.711733","192.168.43.100","142.251.12.190","TCP","66","[TCP Retransmission] [TCP Port numbers reused] 58010  >  443 [SYN] Seq=0 Win=65280 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"250","9.007625","142.251.12.190","192.168.43.100","TCP","66","443  >  58010 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=4 SACK_PERM=1"
"251","9.007625","142.251.12.139","192.168.43.100","TCP","54","443  >  58000 [ACK] Seq=1 Ack=2 Win=1195 Len=0"
"252","9.007625","142.251.12.190","192.168.43.100","TCP","66","443  >  58012 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=4 SACK_PERM=1"
"253","9.007980","192.168.43.100","142.251.12.190","TCP","54","58010  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"254","9.008123","192.168.43.100","142.251.12.190","TCP","54","58012  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"257","9.009585","192.168.43.100","142.251.12.95","TCP","66","58013  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"264","9.012713","192.168.43.100","142.251.12.190","TLSv1.2","457","Client Hello"
"267","9.045451","192.168.43.100","142.251.12.190","TLSv1.2","457","Client Hello"
"269","9.109702","142.251.12.95","192.168.43.100","TCP","66","443  >  58013 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=4 SACK_PERM=1"
"270","9.109838","192.168.43.100","142.251.12.95","TCP","54","58013  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0"
"271","9.110136","142.251.12.190","192.168.43.100","TCP","54","443  >  58010 [ACK] Seq=1 Ack=404 Win=4600 Len=0"
"272","9.110360","192.168.43.100","142.251.12.95","TLSv1.3","571","Client Hello"
"273","9.116169","142.251.12.190","192.168.43.100","TCP","54","443  >  58012 [ACK] Seq=1 Ack=404 Win=4600 Len=0"
"278","9.118679","142.251.12.190","192.168.43.100","TLSv1.2","169","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"281","9.119843","142.251.12.190","192.168.43.100","TLSv1.2","169","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"297","9.162340","192.168.43.100","142.251.12.190","TCP","54","58010  >  443 [ACK] Seq=404 Ack=116 Win=131584 Len=0"
"298","9.162340","192.168.43.100","142.251.12.190","TCP","54","58012  >  443 [ACK] Seq=404 Ack=116 Win=131584 Len=0"
"305","9.165956","192.168.43.100","142.251.12.190","TLSv1.2","1414","Change Cipher Spec, Encrypted Handshake Message"
"306","9.165956","192.168.43.100","142.251.12.190","TLSv1.2","773","Application Data"
"307","9.166237","192.168.43.100","142.251.12.190","TLSv1.2","1414","Change Cipher Spec, Encrypted Handshake Message"
"308","9.166237","192.168.43.100","142.251.12.190","TLSv1.2","1182","Application Data"
"321","9.182184","192.168.43.100","142.251.12.190","TCP","1414","58012  >  443 [ACK] Seq=2892 Ack=116 Win=131584 Len=1360 [TCP segment of a reassembled PDU]"
"322","9.182184","192.168.43.100","142.251.12.190","TLSv1.2","464","Application Data"
"341","9.196262","142.251.12.95","192.168.43.100","TCP","54","443  >  58013 [ACK] Seq=1 Ack=518 Win=4716 Len=0"
"350","9.202917","192.168.43.100","74.125.200.132","TCP","66","58014  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"365","9.214077","142.251.12.95","192.168.43.100","TLSv1.3","1454","Server Hello, Change Cipher Spec"
"366","9.214077","142.251.12.95","192.168.43.100","TCP","1454","443  >  58013 [ACK] Seq=1401 Ack=518 Win=4716 Len=1400 [TCP segment of a reassembled PDU]"
"367","9.214077","142.251.12.95","192.168.43.100","TCP","1454","443  >  58013 [PSH, ACK] Seq=2801 Ack=518 Win=4716 Len=1400 [TCP segment of a reassembled PDU]"
"371","9.214323","192.168.43.100","142.251.12.95","TCP","54","58013  >  443 [ACK] Seq=518 Ack=4201 Win=131584 Len=0"
"377","9.220720","142.251.12.190","192.168.43.100","TCP","54","443  >  58010 [ACK] Seq=116 Ack=1764 Win=5960 Len=0"
"378","9.221372","142.251.12.190","192.168.43.100","TCP","54","443  >  58010 [ACK] Seq=116 Ack=2483 Win=6680 Len=0"
"379","9.221372","142.251.12.190","192.168.43.100","TCP","54","443  >  58012 [ACK] Seq=116 Ack=1764 Win=5960 Len=0"
"380","9.221372","142.251.12.190","192.168.43.100","TCP","54","443  >  58012 [ACK] Seq=116 Ack=2892 Win=7088 Len=0"
"381","9.221372","142.251.12.190","192.168.43.100","TCP","54","443  >  58012 [ACK] Seq=116 Ack=4252 Win=8448 Len=0"
"387","9.260102","142.251.12.190","192.168.43.100","TCP","54","443  >  58012 [ACK] Seq=116 Ack=4662 Win=8860 Len=0"
"426","9.482685","142.251.12.95","192.168.43.100","TLSv1.3","536","Application Data"
"427","9.482685","74.125.200.132","192.168.43.100","TCP","66","443  >  58014 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=4 SACK_PERM=1"
"428","9.482871","192.168.43.100","74.125.200.132","TCP","54","58014  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0"
"429","9.483676","192.168.43.100","74.125.200.132","TLSv1.3","571","Client Hello"
"430","9.498985","192.168.43.100","142.251.12.95","TLSv1.3","118","Change Cipher Spec, Application Data"
"431","9.499283","192.168.43.100","142.251.12.95","TLSv1.3","146","Application Data"
"432","9.499544","192.168.43.100","142.251.12.95","TLSv1.3","858","Application Data"
"440","9.531280","192.168.43.100","142.251.12.190","TCP","66","58016  >  443 [SYN] Seq=0 Win=65280 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"460","9.567964","142.251.12.190","192.168.43.100","TCP","1454","443  >  58010 [ACK] Seq=116 Ack=2483 Win=6680 Len=1400 [TCP segment of a reassembled PDU]"
"463","9.570414","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]"
"464","9.570414","142.251.12.190","192.168.43.100","TLSv1.2","510","Application Data, Application Data"
"465","9.570414","142.251.12.190","192.168.43.100","TCP","54","443  >  58010 [FIN, ACK] Seq=3372 Ack=2483 Win=6680 Len=0"
"466","9.570626","192.168.43.100","142.251.12.190","TCP","54","58010  >  443 [ACK] Seq=2483 Ack=3373 Win=131840 Len=0"
"470","9.575118","192.168.43.100","142.251.12.190","TCP","54","58010  >  443 [FIN, ACK] Seq=2483 Ack=3373 Win=131840 Len=0"
"519","9.650701","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"520","9.652915","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"521","9.652915","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"522","9.653019","192.168.43.100","142.251.12.190","TCP","54","58012  >  443 [ACK] Seq=4662 Ack=4316 Win=131840 Len=0"
"523","9.656160","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"524","9.656307","192.168.43.100","142.251.12.190","TCP","54","58012  >  443 [ACK] Seq=4662 Ack=5716 Win=131840 Len=0"
"525","9.663145","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"526","9.663145","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"527","9.663145","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"528","9.663145","142.251.12.190","192.168.43.100","TLSv1.2","1454","Application Data"
"535","9.663442","192.168.43.100","142.251.12.190","TCP","54","58012  >  443 [ACK] Seq=4662 Ack=11316 Win=131840 Len=0"
"553","9.681876","142.251.12.95","192.168.43.100","TCP","54","443  >  58013 [ACK] Seq=4683 Ack=674 Win=4872 Len=0"
"554","9.681876","142.251.12.95","192.168.43.100","TCP","54","443  >  58013 [ACK] Seq=4683 Ack=1478 Win=5676 Len=0"
"555","9.681876","74.125.200.132","192.168.43.100","TCP","54","443  >  58014 [ACK] Seq=1 Ack=518 Win=4716 Len=0"
